crop,state_name,season,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture 
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Grapes,Maharashtra,Whole Year,10.0,127.87,165.71,32.21,76.34,6.13,95.48,27.58
Lentil,Uttarakhand,Rabi,30.49,57.65,30.49,26.35,65.28,6.89,32.71,18.57
Coconut,Telangana ,Whole Year,10.0,20.49,39.69,33.85,95.28,6.01,145.87,24.99
Coffee,Kerala,Whole Year,84.8,31.85,45.51,28.26,45.4,6.4,286.04,29.18
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Maize,Bihar,Summer,56.72,53.64,18.89,26.27,73.71,6.13,99.0,22.51
Grapes,Tamil Nadu,Whole Year,18.75,115.6,153.39,40.0,88.71,6.43,87.76,24.59
Mango,Tamil Nadu,Whole Year,38.84,23.36,44.19,30.68,49.66,4.63,124.63,23.47
Coffee,Kerala,Whole Year,62.65,50.32,45.52,27.3,66.51,6.25,168.29,26.58
Coconut,Kerala,Whole Year,31.14,28.84,41.23,23.43,95.18,5.86,259.31,31.72
Jute,Odisha,Autumn,97.55,61.05,42.35,21.67,84.3,6.86,185.48,26.67
Coconut,Karnataka,Whole Year,53.55,26.07,26.89,31.87,92.63,6.66,177.35,32.21
Blackgram,Uttar Pradesh,Kharif,57.26,73.73,35.71,30.47,72.31,6.87,102.06,21.05
Rice,Andhra Pradesh,Kharif,72.57,57.91,52.35,25.4,83.77,7.19,201.62,28.98
Blackgram,Gujarat,Summer,41.16,59.14,33.33,34.94,57.66,7.52,73.42,24.08
Blackgram,Tamil Nadu,Kharif,64.59,62.37,24.4,26.11,72.98,7.45,82.36,27.8
Banana,Assam,Whole Year,92.19,63.52,61.22,23.34,94.1,6.38,131.93,32.65
Lentil,Uttarakhand,Rabi,38.29,30.68,34.39,19.11,59.33,6.31,65.62,20.1
Orange,Assam,Kharif,10.0,9.98,32.78,24.74,98.0,6.1,176.2,27.28
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Mango,Telangana ,Whole Year,43.51,16.02,34.38,32.72,58.65,5.53,83.43,17.85
Rice,Assam,Autumn,91.17,44.75,27.78,29.11,82.16,7.19,187.43,32.7
Rice,Andhra Pradesh,Kharif,46.82,63.11,45.11,28.19,79.28,6.73,215.14,29.11
Banana,Rajasthan,Whole Year,91.61,67.74,47.56,24.64,92.6,6.3,123.19,31.81
Coffee,Kerala,Whole Year,71.09,38.75,41.56,28.6,68.22,6.84,227.55,17.2
Blackgram,Chhattisgarh,Kharif,36.33,78.06,20.69,26.57,67.14,6.35,85.13,17.58
Banana,Tamil Nadu,Whole Year,90.12,95.73,47.91,27.53,77.87,6.88,93.88,22.26
Rice,Manipur,Autumn,113.44,48.57,45.82,19.94,78.24,7.93,172.4,25.34
Rice,Odisha,Summer,80.55,44.14,44.22,26.25,73.84,6.34,226.95,34.81
Mango,Madhya Pradesh,Whole Year,10.0,53.61,35.87,32.35,59.41,5.4,97.44,19.21
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Blackgram,Nagaland,Rabi,39.2,77.34,17.36,30.14,72.36,7.33,47.64,27.28
Orange,Manipur,Whole Year,46.73,33.13,17.27,10.0,92.07,6.99,83.7,28.59
Banana,Assam,Whole Year,94.4,84.12,55.48,30.47,73.39,5.62,142.33,27.49
Jute,Nagaland,Kharif,65.66,56.41,37.82,23.59,82.73,6.06,173.64,22.97
Coconut,Karnataka,Whole Year,25.89,16.39,28.19,25.22,91.1,6.15,209.14,32.04
Orange,Assam,Whole Year,10.0,5.0,21.1,27.14,85.06,7.3,136.5,35.3
Orange,Andhra Pradesh,Whole Year,35.74,19.05,30.77,31.94,85.54,8.5,102.53,27.08
Coconut,West Bengal,Whole Year,55.4,36.18,34.85,28.66,86.32,6.69,266.81,31.03
Rice,Uttarakhand,Kharif,39.84,27.8,54.86,23.18,83.08,6.4,200.91,30.96
Jute,Odisha,Autumn,71.47,57.85,35.25,26.59,87.05,7.4,218.59,32.9
Papaya,Meghalaya,Whole Year,39.85,47.51,42.37,40.0,80.3,6.58,300.0,30.7
Coconut,Assam,Whole Year,64.83,22.74,42.31,27.94,94.14,6.55,125.28,17.88
Coconut,Kerala,Whole Year,21.79,24.97,33.05,31.91,97.74,5.88,128.25,29.12
Coconut,Assam,Whole Year,20.45,38.64,43.59,27.51,87.04,6.58,121.65,25.48
Blackgram,Uttarakhand,Kharif,51.97,68.64,29.2,24.64,71.68,6.85,87.37,29.27
Banana,Tamil Nadu,Whole Year,77.84,59.56,52.91,24.77,76.01,6.4,97.2,25.68
Jute,West Bengal,Kharif,114.52,46.35,47.81,26.28,89.33,7.44,231.22,30.03
Grapes,Tamil Nadu,Whole Year,56.82,116.53,161.55,24.85,87.55,6.89,103.8,25.93
Maize,West Bengal,Summer,61.89,65.13,19.56,29.02,57.26,6.95,73.75,25.85
Banana,Gujarat,Whole Year,32.31,79.02,34.55,28.01,69.3,6.25,128.0,20.74
Coffee,Kerala,Whole Year,84.8,31.85,45.51,28.26,45.4,6.4,286.04,29.18
Coconut,Assam,Whole Year,20.51,24.87,25.87,25.99,94.75,6.3,188.69,38.95
Orange,Assam,Kharif,22.2,40.49,6.01,30.42,98.0,7.87,138.5,34.14
Coffee,Kerala,Whole Year,62.65,50.32,45.52,27.3,66.51,6.25,168.29,26.58
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Rice,Jharkhand,Winter,64.55,46.08,49.68,20.84,89.41,6.66,169.32,35.64
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Jute,Assam,Kharif,66.73,63.05,38.69,25.01,96.66,6.34,170.71,32.2
Blackgram,Maharashtra,Kharif,66.28,58.62,31.81,34.14,72.84,6.28,118.32,20.17
Jute,Assam,Kharif,63.98,56.37,55.53,23.93,76.96,6.34,172.78,26.7
Maize,Karnataka,Summer,73.58,69.5,27.04,30.49,63.03,6.65,57.18,22.31
Mango,Madhya Pradesh,Whole Year,10.27,16.5,25.22,29.7,50.96,7.51,119.62,26.85
Papaya,Kerala,Whole Year,33.83,64.75,47.33,31.26,80.68,6.75,207.72,27.78
Grapes,Madhya Pradesh,Whole Year,18.26,111.51,161.44,21.95,88.43,5.85,99.39,29.45
Lentil,Nagaland,Rabi,18.82,69.39,21.16,29.24,59.65,6.95,24.3,14.84
Mango,Maharashtra,Whole Year,33.39,39.73,48.13,40.0,60.79,7.8,123.15,23.22
Jute,Assam,Kharif,93.15,49.74,45.49,24.53,84.27,6.58,186.02,40.61
Grapes,Karnataka,Whole Year,47.56,106.8,151.27,20.23,83.0,6.27,112.08,22.01
Blackgram,Tamil Nadu,Kharif,32.95,71.88,26.18,29.52,69.64,6.48,119.6,21.5
Coconut,West Bengal,Whole Year,26.35,21.93,33.39,24.92,96.05,5.53,156.98,27.5
Rice,Andhra Pradesh,Kharif,83.37,67.18,45.57,30.47,85.39,6.1,160.99,32.87
Banana,Bihar,Whole Year,58.26,87.4,45.64,27.67,80.54,5.98,117.92,28.31
Banana,Kerala,Whole Year,82.88,64.31,58.02,32.57,93.31,5.83,124.41,28.61
Jute,Odisha,Autumn,87.93,38.9,48.98,24.71,85.06,8.28,110.92,30.02
Papaya,Kerala,Whole Year,69.21,67.59,48.36,27.82,91.42,6.55,165.1,29.28
Banana,Karnataka,Whole Year,91.93,79.46,42.03,29.89,69.36,5.44,92.71,24.34
Banana,Madhya Pradesh,Whole Year,76.85,57.18,33.77,30.9,69.79,5.81,113.73,22.7
Maize,Bihar,Rabi,116.38,60.48,21.06,25.93,72.75,5.94,83.88,22.8
Papaya,Assam,Kharif,67.27,58.55,44.43,20.52,95.57,6.1,37.71,21.83
Maize,Haryana,Kharif,91.49,50.58,37.44,26.78,63.23,4.93,97.67,23.68
Maize,Assam,Kharif,49.83,84.98,33.19,24.11,61.68,6.21,132.82,26.42
Papaya,Rajasthan,Whole Year,72.98,66.97,56.17,30.21,91.39,7.1,20.0,24.54
Grapes,Karnataka,Whole Year,56.48,122.59,170.06,30.0,77.86,5.99,77.29,21.29
Maize,Karnataka,Kharif,97.46,59.99,25.57,20.5,54.81,7.06,92.63,26.26
Coconut,Kerala,Whole Year,29.83,19.37,44.78,29.84,80.78,5.69,168.22,36.06
Mango,Tamil Nadu,Whole Year,23.14,27.06,31.61,21.77,62.19,7.07,129.93,25.91
Jute,Assam,Kharif,102.31,52.99,48.62,24.79,89.54,7.06,210.21,36.32
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Jute,West Bengal,Kharif,69.82,49.15,46.56,26.1,79.23,6.97,179.17,32.84
Papaya,Karnataka,Whole Year,46.11,57.29,47.07,40.0,82.58,6.26,39.57,24.57
Rice,Assam,Summer,64.61,70.72,41.34,27.95,75.23,6.6,235.74,36.18
Grapes,Andhra Pradesh,Kharif,16.86,122.25,174.99,29.02,86.53,6.03,95.79,27.18
Orange,Assam,Kharif,41.18,19.9,26.59,40.0,97.59,6.75,142.42,25.37
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Mango,Tamil Nadu,Whole Year,30.44,42.05,23.65,30.17,66.96,8.5,130.75,23.78
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Orange,Madhya Pradesh,Whole Year,39.27,23.6,16.75,32.2,86.78,6.22,85.29,24.33
Lentil,Nagaland,Rabi,29.9,48.23,13.12,27.95,53.68,6.22,80.15,26.13
Blackgram,Rajasthan,Kharif,38.5,66.89,22.25,26.81,73.42,7.36,106.75,30.33
Coffee,Kerala,Whole Year,84.8,31.85,45.51,28.26,45.4,6.4,286.04,29.18
Blackgram,Telangana ,Kharif,43.54,59.83,27.52,24.65,72.32,6.92,63.39,25.08
Mango,Madhya Pradesh,Whole Year,10.0,33.44,33.11,36.13,71.76,5.46,120.98,31.69
Banana,Bihar,Whole Year,100.81,67.96,49.31,26.56,93.94,6.56,137.32,33.14
Rice,Telangana ,Kharif,83.88,62.31,44.73,27.23,90.99,4.64,186.37,27.74
Coconut,Kerala,Whole Year,14.07,24.59,29.9,30.5,92.13,6.38,155.94,39.68
Mango,Madhya Pradesh,Whole Year,74.68,34.99,39.25,33.95,51.56,8.02,126.67,13.2
Grapes,Madhya Pradesh,Whole Year,50.73,110.36,162.01,33.41,78.57,5.9,87.3,24.36
Blackgram,Gujarat,Kharif,49.62,90.72,17.58,29.39,67.93,7.28,84.8,25.33
Blackgram,Madhya Pradesh,Kharif,65.03,64.74,26.1,29.79,65.91,7.59,115.27,20.2
Maize,Arunachal Pradesh,Kharif,75.94,54.55,26.17,24.77,59.94,7.15,103.76,18.98
Blackgram,Madhya Pradesh,Rabi,22.26,66.74,35.03,31.79,70.66,6.01,73.19,22.38
Orange,Tamil Nadu,Whole Year,44.65,21.06,16.19,16.51,88.51,6.68,153.83,35.27
Coffee,Kerala,Whole Year,62.65,50.32,45.52,27.3,66.51,6.25,168.29,26.58
Rice,Karnataka,Kharif,60.91,29.2,38.89,21.1,91.39,6.47,300.0,35.66
Papaya,Assam,Kharif,49.24,54.56,59.38,32.45,98.0,6.18,193.55,31.86
Lentil,Nagaland,Rabi,38.68,70.89,31.9,15.91,60.72,4.97,63.03,25.41
Maize,Punjab,Kharif,67.64,59.82,36.12,26.64,65.54,6.37,118.11,25.13
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Rice,Tamil Nadu,Kharif,74.03,20.21,42.06,24.22,89.86,6.07,134.8,29.63
Jute,Assam,Kharif,57.86,49.46,41.16,26.23,77.82,6.22,202.64,22.96
Blackgram,Karnataka,Kharif,26.79,67.61,38.57,26.17,71.38,6.09,103.68,28.27
Blackgram,Bihar,Kharif,15.15,69.35,30.55,28.3,63.48,7.35,108.63,21.14
Jute,Assam,Kharif,80.17,57.28,36.37,31.28,80.57,8.08,187.07,24.84
Maize,Andhra Pradesh,Kharif,74.44,62.67,22.18,20.04,79.89,6.72,104.1,27.73
Banana,Madhya Pradesh,Whole Year,103.35,70.3,55.12,26.95,82.11,6.15,137.62,29.01
Papaya,Assam,Whole Year,44.82,49.37,47.3,40.0,87.31,6.72,145.92,28.64
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Maize,West Bengal,Rabi,78.61,52.37,29.25,24.24,61.14,7.35,46.72,33.93
Papaya,Madhya Pradesh,Whole Year,34.68,32.01,63.56,40.0,87.52,6.14,111.51,28.96
Mango,Karnataka,Whole Year,32.7,43.26,33.96,30.73,63.42,7.27,131.63,19.81
Banana,Assam,Whole Year,106.0,66.89,58.48,25.4,85.02,6.7,139.79,36.24
Jute,West Bengal,Kharif,58.95,48.09,31.53,23.55,74.0,5.54,182.28,20.86
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Banana,Assam,Whole Year,98.98,78.52,57.64,24.94,70.71,5.9,107.93,29.58
Papaya,Chhattisgarh,Whole Year,54.29,62.77,54.76,19.87,84.29,7.01,21.49,16.98
Maize,Andhra Pradesh,Rabi,103.36,53.42,16.5,27.39,78.25,6.95,30.33,23.97
Banana,Madhya Pradesh,Whole Year,94.77,60.06,64.98,29.41,84.68,5.95,109.23,26.84
Orange,Tamil Nadu,Whole Year,10.0,5.0,26.87,29.54,86.5,8.02,127.07,26.24
Grapes,Madhya Pradesh,Whole Year,50.73,110.36,162.01,33.41,78.57,5.9,87.3,24.36
Blackgram,West Bengal,Rabi,29.93,65.31,35.03,31.52,71.72,7.71,42.53,15.57
Lentil,Uttarakhand,Rabi,90.3,74.25,29.18,27.39,63.33,7.39,63.71,24.08
Jute,Odisha,Autumn,90.42,50.06,34.23,25.91,97.97,6.75,168.8,20.11
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Blackgram,Gujarat,Kharif,40.78,83.25,43.72,37.55,75.01,7.27,116.43,22.41
Blackgram,Odisha,Winter,37.26,67.48,15.07,23.93,65.97,6.82,99.18,33.22
Maize,Assam,Kharif,68.05,37.97,33.2,23.17,74.84,6.38,148.77,24.41
Rice,Bihar,Autumn,107.71,41.14,28.49,27.18,85.54,6.82,184.11,34.4
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Rice,Haryana,Kharif,98.31,81.04,40.13,21.13,93.03,6.47,229.78,28.93
Banana,Tamil Nadu,Whole Year,106.05,63.56,50.14,34.01,79.85,6.0,93.5,22.58
Coffee,Kerala,Whole Year,84.8,31.85,45.51,28.26,45.4,6.4,286.04,29.18
Orange,Assam,Kharif,10.0,34.17,36.38,21.35,92.49,6.72,122.25,24.9
Papaya,Assam,Kharif,50.88,74.51,51.95,30.74,90.36,6.67,108.97,25.54
Orange,Tamil Nadu,Whole Year,40.31,13.81,22.37,10.0,95.48,6.0,111.05,32.33
Coconut,Andaman and Nicobar Islands,Whole Year,10.0,8.57,38.88,22.28,83.63,7.3,300.0,30.62
Coconut,Tamil Nadu,Whole Year,60.72,36.46,24.91,24.01,89.64,6.32,186.1,35.11
Blackgram,Uttar Pradesh,Summer,48.94,80.41,27.92,26.97,75.25,6.44,41.87,15.86
Jute,West Bengal,Kharif,87.57,46.46,59.6,27.87,84.23,6.83,208.69,33.9
Grapes,Karnataka,Whole Year,10.0,101.06,158.94,40.0,83.7,5.97,59.54,23.38
Lentil,Nagaland,Rabi,24.73,54.71,17.19,22.33,67.19,6.86,47.9,23.7
Jute,Bihar,Kharif,88.5,53.24,42.83,27.59,80.93,6.07,204.94,33.42
Jute,Bihar,Kharif,69.63,47.78,35.64,23.09,88.48,6.12,200.75,28.88
Maize,Jharkhand,Autumn,78.1,56.37,26.58,22.24,57.61,6.62,93.84,23.57
Coffee,Kerala,Whole Year,71.09,38.75,41.56,28.6,68.22,6.84,227.55,17.2
Orange,Tamil Nadu,Whole Year,37.25,5.78,24.58,20.52,94.75,6.28,127.97,29.16
Rice,Bihar,Autumn,74.31,46.2,53.32,22.93,78.67,5.66,220.8,29.23
Mango,Madhya Pradesh,Whole Year,15.22,35.05,42.11,27.58,48.43,8.5,88.26,25.74
Banana,Madhya Pradesh,Whole Year,105.24,68.99,40.21,32.72,86.87,5.64,86.41,27.39
Jute,Tripura,Kharif,94.89,67.64,45.06,30.65,92.27,8.24,160.21,32.38
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Coffee,Kerala,Whole Year,82.84,27.08,44.8,22.16,72.21,7.06,132.8,25.98
Orange,Assam,Kharif,41.18,19.9,26.59,40.0,97.59,6.75,142.42,25.37
Jute,West Bengal,Kharif,85.44,60.62,45.04,31.59,82.74,6.95,219.98,31.97
Banana,Puducherry,Kharif,75.14,88.39,53.96,26.79,95.06,7.12,155.66,34.89
Papaya,Madhya Pradesh,Whole Year,43.33,61.76,59.92,31.76,88.32,6.92,20.0,18.89
Maize,Meghalaya,Kharif,56.14,38.12,26.41,29.37,77.6,6.29,104.88,24.61
Jute,Bihar,Kharif,65.93,38.49,44.81,28.6,98.0,6.81,200.98,35.15
Mango,Kerala,Whole Year,45.45,32.07,40.55,25.7,52.67,4.56,105.61,21.65
Jute,Assam,Kharif,78.99,44.1,42.44,28.55,85.47,7.43,183.45,25.05
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Maize,Telangana ,Kharif,89.65,63.18,39.78,16.78,79.78,6.38,157.09,25.5
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Grapes,Maharashtra,Whole Year,10.28,108.68,169.42,30.56,80.73,6.34,73.09,20.02
Papaya,Assam,Kharif,82.8,40.16,48.13,33.92,91.47,6.91,300.0,30.22
Rice,Assam,Summer,60.94,31.45,36.25,25.02,71.57,6.7,199.81,24.16
Coconut,Tamil Nadu,Whole Year,22.79,24.44,33.36,28.85,91.45,5.62,150.78,28.64
Rice,Karnataka,Kharif,88.63,49.78,56.85,23.46,81.52,7.15,292.09,32.83
Maize,Karnataka,Kharif,68.96,57.43,31.03,25.23,66.06,6.27,106.62,17.81
Coconut,Kerala,Whole Year,23.07,13.58,41.2,30.49,91.0,6.4,245.38,27.84
Grapes,Tamil Nadu,Whole Year,11.62,130.38,171.16,32.6,83.73,5.78,75.17,24.98
Coconut,Andhra Pradesh,Whole Year,19.12,51.64,40.48,27.11,94.76,6.17,151.36,30.68
Jute,Bihar,Kharif,86.93,45.38,36.14,26.57,77.04,6.31,173.94,26.78
Mango,Tamil Nadu,Whole Year,34.13,36.06,39.04,33.2,62.32,6.15,103.79,15.73
Blackgram,Odisha,Summer,37.58,67.02,30.29,29.75,67.04,6.77,28.76,19.2
Rice,Odisha,Autumn,19.2,43.82,37.03,30.66,80.62,4.98,182.56,29.78
Lentil,Uttarakhand,Rabi,36.21,62.74,27.99,24.4,69.27,5.96,54.99,21.0
Papaya,Andhra Pradesh,Kharif,37.91,85.34,57.68,34.6,93.52,6.69,82.78,19.97
Blackgram,Odisha,Kharif,47.69,66.87,28.79,25.14,75.02,7.78,91.18,17.5
Orange,Madhya Pradesh,Whole Year,32.28,37.52,22.39,33.51,87.5,7.47,131.1,29.13
Blackgram,Uttarakhand,Rabi,22.78,70.85,30.15,27.9,69.33,6.11,35.35,19.31
Banana,Karnataka,Whole Year,96.35,69.27,52.66,26.11,87.61,5.6,117.99,28.16
Grapes,Rajasthan,Whole Year,10.0,109.58,165.7,37.71,80.02,5.54,104.72,24.15
Maize,Bihar,Autumn,92.69,52.52,24.88,25.81,73.68,7.4,57.94,21.54
Coffee,Kerala,Whole Year,84.8,31.85,45.51,28.26,45.4,6.4,286.04,29.18
Maize,Bihar,Summer,57.57,46.94,35.65,30.49,63.15,6.23,46.32,24.02
Papaya,Telangana ,Whole Year,48.4,54.38,55.47,14.28,93.33,6.81,239.65,39.5
Rice,Bihar,Summer,71.44,31.55,46.2,26.56,72.39,7.99,234.09,27.23
Lentil,Nagaland,Rabi,29.6,58.63,20.55,21.49,64.58,6.66,57.57,15.62
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Mango,Kerala,Whole Year,20.35,29.69,35.08,29.64,67.39,6.15,85.22,20.62
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Grapes,Karnataka,Whole Year,65.8,109.06,157.46,10.0,84.74,5.32,75.93,36.08
Jute,West Bengal,Kharif,85.52,63.51,46.23,25.45,89.85,6.63,201.58,35.55
Blackgram,Odisha,Winter,10.0,69.15,23.44,31.73,61.14,6.25,78.74,25.31
Grapes,Telangana ,Whole Year,42.53,125.86,156.15,10.0,74.0,5.85,88.9,22.71
Orange,Manipur,Whole Year,64.83,6.1,29.74,18.42,91.36,7.27,91.78,29.71
Orange,Tamil Nadu,Whole Year,49.8,26.95,34.72,34.08,84.33,6.74,103.61,25.49
Mango,Maharashtra,Whole Year,28.17,43.72,40.81,32.87,56.15,4.5,93.35,19.47
Orange,Tamil Nadu,Whole Year,67.65,41.04,19.74,10.0,95.2,7.29,122.77,19.2
Blackgram,Madhya Pradesh,Kharif,66.04,54.76,24.4,31.25,80.71,7.64,109.4,22.39
Banana,Tamil Nadu,Whole Year,102.01,91.15,46.7,24.57,83.87,6.32,74.21,19.71
Grapes,Andhra Pradesh,Kharif,56.24,102.31,150.23,37.28,88.93,6.16,87.51,25.43
Orange,Assam,Kharif,46.74,40.8,22.79,30.77,87.64,7.55,116.43,27.32
Maize,Uttar Pradesh,Summer,100.75,46.89,39.82,35.71,61.33,5.03,121.49,24.1
Maize,Chhattisgarh,Kharif,80.62,49.6,22.28,22.3,63.11,6.13,125.85,23.54
Grapes,Andhra Pradesh,Whole Year,33.31,114.25,169.33,10.42,75.65,6.62,101.75,32.91
Banana,Manipur,Whole Year,103.15,84.62,50.87,30.01,89.38,4.77,109.8,25.51
Banana,Tamil Nadu,Whole Year,100.63,56.12,53.76,24.94,74.33,5.45,139.43,30.8
Rice,Meghalaya,Winter,46.93,57.72,32.93,24.69,81.6,7.08,206.47,32.57
Blackgram,Rajasthan,Kharif,10.0,82.06,21.4,33.66,74.7,7.27,123.13,27.55
Orange,Assam,Kharif,53.27,28.53,12.37,19.27,94.17,5.45,151.01,31.6
Jute,Assam,Kharif,51.69,45.31,53.42,26.33,73.92,5.76,156.16,23.76
Orange,Tamil Nadu,Whole Year,40.31,13.81,22.37,10.0,95.48,6.0,111.05,32.33
Coconut,Kerala,Whole Year,48.68,33.87,24.36,29.53,85.21,6.36,75.94,20.98
Maize,Uttar Pradesh,Rabi,102.83,61.38,25.0,11.64,62.44,6.35,37.02,18.99
Lentil,Nagaland,Rabi,13.63,81.77,22.45,17.63,66.97,6.5,20.0,28.52
Jute,Odisha,Autumn,79.68,53.43,38.2,23.99,77.26,6.25,181.94,25.93
Coconut,Assam,Whole Year,25.68,39.18,44.46,28.28,95.59,5.77,278.44,41.35
Jute,Bihar,Kharif,83.27,39.55,35.33,28.16,97.62,6.55,147.35,30.71
Banana,Madhya Pradesh,Whole Year,110.27,66.2,53.13,27.74,77.46,6.25,108.0,24.2
Banana,Chhattisgarh,Whole Year,87.26,92.43,50.78,24.83,80.06,6.1,67.65,24.45
Mango,Kerala,Whole Year,19.37,17.21,45.49,26.34,54.79,6.94,115.17,25.14
Blackgram,Himachal Pradesh,Kharif,43.47,56.69,32.51,23.08,74.84,8.27,146.57,25.93
Banana,Uttar Pradesh,Whole Year,48.21,91.46,54.03,26.89,78.82,5.67,71.83,27.92
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Mango,Madhya Pradesh,Whole Year,52.65,38.94,36.93,28.37,58.36,4.84,130.66,31.31
Papaya,Assam,Whole Year,75.83,60.83,48.47,22.65,97.94,6.41,155.6,33.03
Grapes,Madhya Pradesh,Whole Year,18.26,111.51,161.44,21.95,88.43,5.85,99.39,29.45
Jute,West Bengal,Kharif,100.61,57.87,31.81,29.86,89.79,6.92,165.84,35.26
Rice,Punjab,Kharif,89.18,59.77,45.46,33.7,86.17,7.97,270.06,41.83
Blackgram,Andhra Pradesh,Rabi,10.0,58.19,34.05,31.69,69.32,7.18,76.62,22.01
Blackgram,Uttar Pradesh,Summer,28.45,83.51,31.47,30.99,63.24,6.94,70.1,25.39
Papaya,Andhra Pradesh,Kharif,44.6,64.41,64.02,34.47,86.87,6.84,248.85,36.48
Blackgram,Uttar Pradesh,Kharif,48.66,86.73,25.34,20.48,78.12,6.28,136.62,18.48
Rice,Bihar,Winter,100.6,36.72,43.2,21.81,79.01,6.13,202.26,27.77
Lentil,Uttarakhand,Rabi,30.49,57.65,30.49,26.35,65.28,6.89,32.71,18.57
Grapes,Madhya Pradesh,Whole Year,33.71,123.42,168.84,18.66,87.99,6.13,93.64,21.59
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Grapes,Andhra Pradesh,Kharif,10.0,117.13,171.6,18.43,85.86,6.38,97.72,18.86
Mango,Tamil Nadu,Whole Year,10.0,28.46,41.87,28.71,57.35,6.31,79.85,12.11
Coffee,Kerala,Whole Year,82.84,27.08,44.8,22.16,72.21,7.06,132.8,25.98
Grapes,Andhra Pradesh,Kharif,10.0,110.23,166.18,10.0,79.6,5.58,120.28,26.23
Coffee,Kerala,Whole Year,82.84,27.08,44.8,22.16,72.21,7.06,132.8,25.98
Maize,Bihar,Summer,63.5,55.21,35.7,30.44,78.36,6.71,40.31,17.6
Banana,Puducherry,Kharif,85.28,63.77,53.0,31.18,87.91,6.0,123.79,26.08
Coffee,Kerala,Whole Year,71.09,38.75,41.56,28.6,68.22,6.84,227.55,17.2
Coconut,Puducherry,Whole Year,34.29,50.83,47.33,31.13,86.31,6.49,145.79,27.03
Blackgram,Assam,Rabi,10.0,77.95,37.08,14.99,63.66,7.05,35.92,24.83
Coconut,Andhra Pradesh,Whole Year,46.14,20.48,29.14,29.91,92.18,5.72,148.87,28.79
Blackgram,Chhattisgarh,Rabi,10.0,49.63,39.77,27.73,72.11,7.3,63.07,21.71
Rice,Bihar,Autumn,70.91,47.68,34.53,25.23,76.5,7.42,201.09,35.43
Papaya,Karnataka,Whole Year,94.13,77.33,38.6,39.36,85.86,7.03,72.11,18.62
Orange,Manipur,Whole Year,34.39,26.5,22.31,27.92,92.06,7.89,129.84,27.45
Coffee,Kerala,Whole Year,71.09,38.75,41.56,28.6,68.22,6.84,227.55,17.2
Mango,Madhya Pradesh,Whole Year,40.46,34.55,35.33,29.48,55.99,6.44,124.98,26.6
Lentil,Uttarakhand,Rabi,10.0,59.06,14.86,27.92,67.45,6.75,61.76,26.66
Lentil,Nagaland,Rabi,18.05,67.19,19.82,38.28,67.54,5.63,43.58,15.6
Mango,Madhya Pradesh,Whole Year,25.52,30.48,35.32,32.27,57.61,4.5,89.75,23.52
Coconut,Tamil Nadu,Whole Year,31.14,35.05,29.59,28.02,89.51,5.81,158.54,30.41
Coconut,Tamil Nadu,Whole Year,66.61,18.49,40.38,28.98,98.0,5.76,189.04,25.96
Blackgram,Andhra Pradesh,Kharif,58.83,56.11,40.76,33.42,67.9,6.8,127.59,24.76
Rice,Uttarakhand,Rabi,76.02,32.18,36.52,25.18,76.59,4.93,178.5,26.04
